timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1.0000018452300363,1.0000406111219375,0.999966672759349,1.0000018452300363,1000
2023-01-01 01:00:00,1.0000018452300363,1.000919026022281,0.9993168262709501,1.000449963536299,1000
2023-01-01 02:00:00,1.000449963536299,1.0010379066975719,0.9995327065437046,1.0000387567532556,1000
2023-01-01 03:00:00,1.0000387567532556,1.0001258943039562,0.9981545652044168,0.9987028689951197,1000
2023-01-01 04:00:00,0.9987028689951197,0.9990422643863092,0.9977079214860233,0.9980208628173621,1000
2023-01-01 05:00:00,0.9980208628173621,0.9980754759280412,0.9962228980702055,0.9965333929848674,1000
2023-01-01 06:00:00,0.9965333929848674,0.9966371535999939,0.9964080473899363,0.9966236083887636,1000
2023-01-01 07:00:00,0.9966236083887636,0.9989335616515617,0.9965112019307425,0.9986339312570953,1000
2023-01-01 08:00:00,0.9986339312570953,0.9988631527539181,0.9973962521250603,0.9978956214792684,1000
2023-01-01 09:00:00,0.9978956214792684,0.9985958433161088,0.9966913003565501,0.9969649091295385,1000
2023-01-01 10:00:00,0.9969649091295385,0.99771047998533,0.996941875938403,0.9976996722048163,1000
2023-01-01 11:00:00,0.9976996722048163,0.998752144776533,0.9975640866412835,0.9982350027170563,1000
2023-01-01 12:00:00,0.9982350027170563,0.9989800372542168,0.9980989958963287,0.9983931240905533,1000
2023-01-01 13:00:00,0.9983931240905533,0.9987267284472099,0.9968428291784445,0.9969974220234908,1000
2023-01-01 14:00:00,0.9969974220234908,0.9973980226209156,0.9965902098058359,0.996953544289796,1000
2023-01-01 15:00:00,0.996953544289796,0.998194192187417,0.996225155125635,0.9979964990814835,1000
2023-01-01 16:00:00,0.9979964990814835,0.9981984080830432,0.9955146898259915,0.9959801772605558,1000
2023-01-01 17:00:00,0.9959801772605558,0.9960225755813835,0.9947015186557248,0.9952937536189954,1000
2023-01-01 18:00:00,0.9952937536189954,0.996018327791532,0.9923575163338701,0.9924419195092942,1000
2023-01-01 19:00:00,0.9924419195092942,0.9924648581855682,0.9899536151652142,0.9905076128996168,1000
2023-01-01 20:00:00,0.9905076128996168,0.990617300858197,0.9870529510003614,0.9877450103429292,1000
2023-01-01 21:00:00,0.9877450103429292,0.9883244239718575,0.9865965856606075,0.9873923736463172,1000
2023-01-01 22:00:00,0.9873923736463172,0.9877584459024107,0.9849213886447633,0.9854912039241516,1000
2023-01-01 23:00:00,0.9854912039241516,0.9863076933998884,0.9850054721405221,0.9858981004623841,1000
